"Disease1","Disease2","Benjamini-Hochberg p-value"
1,2,4.93258754233712e-05
1,3,0
1,4,0.708534393532565
1,5,0.810330630000226
1,6,0.810330630000226
1,7,0.810330630000226
1,8,0.580563265667162
1,9,0.810330630000226
1,10,0.00162017208866486
1,11,0.810330630000226
1,12,0
1,13,1.45566991971581e-05
1,14,8.42100410124625e-05
1,15,0.00043709637509663
1,16,0.810330630000226
1,17,0.810330630000226
1,18,0.810330630000226
1,19,0.810330630000226
1,20,0.810330630000226
1,21,0.810330630000226
1,22,0.810330630000226
1,23,0.810330630000226
1,24,0.810330630000226
1,25,0.874880273385766
1,26,0.810330630000226
1,27,0.810330630000226
1,28,0.810330630000226
1,29,0.810330630000226
1,30,0.810330630000226
1,31,0.75047224298039
1,32,0.810330630000226
1,33,0.810330630000226
1,34,0.810330630000226
1,35,0.810330630000226
1,36,0.810330630000226
1,37,0.810330630000226
1,38,0.810330630000226
1,39,0.810330630000226
1,40,0.810553238467469
1,41,0.810330630000226
1,42,0.810330630000226
1,43,0.810330630000226
1,44,0.810330630000226
1,45,0.810330630000226
1,46,0.810330630000226
1,47,0.810330630000226
1,48,0.814605566994498
1,49,0.895942122275545
1,50,0.810330630000226
1,51,0.811896243029537
1,52,0.810330630000226
1,53,0.810330630000226
1,54,0.810330630000226
1,55,0.810330630000226
1,56,0.810330630000226
1,57,0.810330630000226
1,58,0.771481847111831
1,59,0.810330630000226
1,60,0.810330630000226
1,61,0.810330630000226
1,62,0.810330630000226
1,63,0.810330630000226
1,64,0.858942546043083
1,65,0.810330630000226
1,66,0.810330630000226
1,67,0.810330630000226
1,68,0.810330630000226
1,69,0.810330630000226
1,70,0.815252975155324
1,71,0.810330630000226
1,72,0.810330630000226
1,73,0.810330630000226
1,74,0.810330630000226
1,75,0.552588471971956
1,76,0.810330630000226
1,77,0.810330630000226
1,78,0.810330630000226
1,79,0.810330630000226
1,80,0.810330630000226
1,81,0.810553238467469
1,82,0.810330630000226
1,83,0.810330630000226
1,84,0.810330630000226
1,85,0.810330630000226
1,86,0.810330630000226
1,87,0.810330630000226
1,88,0.810330630000226
1,89,0.810330630000226
1,90,0.810330630000226
1,91,0.810330630000226
1,92,0.810553238467469
1,93,0.810330630000226
1,94,0.810330630000226
1,95,0.810330630000226
1,96,0.810330630000226
1,97,0.810330630000226
1,98,0.810330630000226
1,99,0.810330630000226
1,100,0.820102631264534
1,101,0.81257993571789
1,102,0.853358898627996
1,103,0.810330630000226
1,104,0.810330630000226
1,105,0.762097545012054
1,106,0.810330630000226
1,107,0.810330630000226
1,108,0.314969551378101
1,109,0.815703894649902
1,110,0.811896243029537
1,111,0.474585729452423
1,112,0.810330630000226
1,113,0.816129295251251
1,114,0.810330630000226
1,115,0.810330630000226
1,116,1.88648479553737e-12
1,117,0.884871422706605
1,118,0.820493907355791
1,119,0.810330630000226
1,120,0.810330630000226
1,121,0.832533732165491
1,122,0.878032238000324
1,123,0.810330630000226
1,124,0.810330630000226
1,125,0.810330630000226
1,126,0.810330630000226
1,127,0.810330630000226
1,128,0.810330630000226
1,129,0.818005012911373
1,130,0.883908134011245
1,131,0.810330630000226
1,132,0.810330630000226
1,133,0.810330630000226
1,134,0.852095180228578
1,135,0.814290943431206
1,136,0.811563110585435
1,137,0.843499816481099
1,138,0.81801388819069
1,139,0.810330630000226
1,140,0.810330630000226
1,141,0.810330630000226
1,142,0.810330630000226
1,143,0.810330630000226
1,144,0.810330630000226
1,145,0.822414112063166
1,146,0.843255336233786
1,147,0.551220829750719
1,148,0.810330630000226
1,149,0.810330630000226
1,150,0.810330630000226
1,151,0.810553238467469
1,152,0.810330630000226
1,153,0.871766749030564
1,154,0.810330630000226
1,155,0.810330630000226
1,156,0.810330630000226
1,157,0.810330630000226
1,158,0.810330630000226
1,159,0.810330630000226
1,160,0.820220768531455
1,161,0.810330630000226
1,162,0.810330630000226
1,163,0.82063435967767
1,164,0.810330630000226
1,165,0.844482458216076
1,166,0.810330630000226
2,3,0.521962407733337
2,4,0.810330630000226
2,5,0.810330630000226
2,6,0.661309212368408
2,7,0.810330630000226
2,8,0.810330630000226
2,9,0.810330630000226
2,10,0.363901189144488
2,11,0.975355973299538
2,12,0.729373296472793
2,13,0.810330630000226
2,14,0.66229361324756
2,15,0.0409532316510481
2,16,0.810330630000226
2,17,0.810330630000226
2,18,0.138781715642176
2,19,0.811079906105301
2,20,0.810330630000226
2,21,0.815252975155324
2,22,0.394898794333467
2,23,0.886732908754111
2,24,0.952090778947602
2,25,0.810553238467469
2,26,0.810330630000226
2,27,0.810330630000226
2,28,0.810330630000226
2,29,0.810330630000226
2,30,0.810330630000226
2,31,0.810330630000226
2,32,0.810330630000226
2,33,0.794524527222284
2,34,0.810330630000226
2,35,0.810330630000226
2,36,0.810330630000226
2,37,0.810330630000226
2,38,0.810330630000226
2,39,0.810330630000226
2,40,0.810330630000226
2,41,0.810330630000226
2,42,0.810330630000226
2,43,0.810330630000226
2,44,0.810330630000226
2,45,0.810330630000226
2,46,0.810330630000226
2,47,0.810330630000226
2,48,0.810330630000226
2,49,0.810330630000226
2,50,0.810330630000226
2,51,0.810330630000226
2,52,0.810330630000226
2,53,0.810330630000226
2,54,0.810330630000226
2,55,0.810330630000226
2,56,0.810330630000226
2,57,0.810330630000226
2,58,0.810330630000226
2,59,0.810330630000226
2,60,0.810330630000226
2,61,0.810330630000226
2,62,0.810330630000226
2,63,0.810330630000226
2,64,0.810330630000226
2,65,0.810330630000226
2,66,0.810330630000226
2,67,0.810330630000226
2,68,0.810330630000226
2,69,0.810330630000226
2,70,0.810330630000226
2,71,0.810330630000226
2,72,0.810330630000226
2,73,0.810330630000226
2,74,0.810330630000226
2,75,0.810330630000226
2,76,0.810330630000226
2,77,0.810330630000226
2,78,0.810330630000226
2,79,0.810330630000226
2,80,0.810330630000226
2,81,0.810330630000226
2,82,0.810330630000226
2,83,0.810330630000226
2,84,0.810330630000226
2,85,0.810330630000226
2,86,0.810330630000226
2,87,0.811921876576903
2,88,0.810330630000226
2,89,0.810330630000226
2,90,0.810330630000226
2,91,0.810330630000226
2,92,0.810330630000226
2,93,0.810330630000226
2,94,0.810330630000226
2,95,0.810330630000226
2,96,0.810330630000226
2,97,0.810330630000226
2,98,0.810330630000226
2,99,0.810330630000226
2,100,0.876135961270779
2,101,0.810330630000226
2,102,0.810330630000226
2,103,0.843371780993501
2,104,0.810330630000226
2,105,0.810330630000226
2,106,0.810553238467469
2,107,0.810330630000226
2,108,0.539490234953866
2,109,0.810330630000226
2,110,0.810330630000226
2,111,0.810330630000226
2,112,0.810330630000226
2,113,0.810330630000226
2,114,0.810330630000226
2,115,0.810330630000226
2,116,0.0678659680973615
2,117,0.857910005127358
2,118,0.810330630000226
2,119,0.810330630000226
2,120,0.810330630000226
2,121,0.810330630000226
2,122,0.810330630000226
2,123,0.810330630000226
2,124,0.810330630000226
2,125,0.810330630000226
2,126,0.810330630000226
2,127,0.815494982148772
2,128,0.810330630000226
2,129,0.810330630000226
2,130,0.810330630000226
2,131,0.810330630000226
2,132,0.810330630000226
2,133,0.627242772261506
2,134,0.810330630000226
2,135,0.810330630000226
2,136,0.810330630000226
2,137,0.810330630000226
2,138,0.810330630000226
2,139,0.810330630000226
2,140,0.810330630000226
2,141,0.810330630000226
2,142,0.810553238467469
2,143,0.810330630000226
2,144,0.810330630000226
2,145,0.810330630000226
2,146,0.810330630000226
2,147,0.78112079359066
2,148,0.810330630000226
2,149,0.815252975155324
2,150,0.810330630000226
2,151,0.815833852127791
2,152,0.810330630000226
2,153,0.810330630000226
2,154,0.810330630000226
2,155,0.810330630000226
2,156,0.810553238467469
2,157,0.827177035941956
2,158,0.810330630000226
2,159,0.810330630000226
2,160,0.810330630000226
2,161,0.810330630000226
2,162,0.848019980609913
2,163,0.810330630000226
2,164,0.810330630000226
2,165,0.810330630000226
2,166,0.810330630000226
3,4,0.475186002178961
3,5,0.810330630000226
3,6,0.810330630000226
3,7,0.267309012500267
3,8,0.810330630000226
3,9,0.810330630000226
3,10,5.74989472701404e-08
3,11,0.810330630000226
3,12,0.0529001577610224
3,13,1.52045043222415e-12
3,14,0.0452400490501184
3,15,0.810330630000226
3,16,0.810330630000226
3,17,0.826588106255788
3,18,0.814290943431206
3,19,0.831525005059379
3,20,0.810330630000226
3,21,0.810330630000226
3,22,0.810330630000226
3,23,0.810330630000226
3,24,0.810330630000226
3,25,0.810330630000226
3,26,0.810330630000226
3,27,0.810330630000226
3,28,0.811079906105301
