"","mixed.breed","dd_weight_lbs","dd_age_years","recode.sex_2","recode.sex_4","recode.sex_3"
"X898",0.165909224296378,-0.0078037057861414,0.130377508875779,-0.259371344130194,0,-0.0679154758977835
"X906",0.211569213926956,0,0,0,0,0
"X908",0.321495656451523,-0.00498332612520287,0.465728399190381,-0.879474033262497,0,-0.0311137431119552
"X911",0.177343470473996,0,0.344107551138497,0.34001912995068,0,-0.292304962547349
"X914",0.0782499841299358,-0.0149253106880185,0.32437291159411,0.169888090812243,0,-0.232098623780764
"X915",0.125746230210581,0.0100619971129815,1.84732480311502,-0.896142989102187,0,-0.146184877769148
"X916",0.0645108152204625,0.00433485915732125,0.265016267035361,-0.614262546976306,-1.31851008884555,-0.29949641596376
"X998",0.0762446696185658,0,0.163154574621028,0,-0.236978744561725,0
"X1001",-0.136595727294658,-0.00389845073961405,-1.79241854235141,4.75141706656067,5.30055415095889,-1.51699846584324
"X1014",0.0992304451642205,0.00671816569389505,0.62278505752904,-5.72281190287798,-6.45386143202024,-1.60619618632121
"X1015",-0.104931523780314,0.0127143580523129,-0.153203956068649,-6.96062792712917,-7.39395712527606,-0.191976139293895
"X1017",-0.103511894268594,0.00231185076400308,-0.788861113413544,-7.15284380721884,-7.71597915374514,-0.404692770741577
"X1098",-0.049666716604056,0,-0.341303480369388,0,0,-0.945712384358264
"X1105",0.134845730842768,0.0176384020005008,1.15012590694867,0,0.81377796478367,0.171578570712919
"X1106",0.27208413272548,0.0165451154987283,0.0918383071925296,-1.42705569603153,0,-0.100370149708841
"X1108",0.0452233194186935,0.0139719430280148,0,0.570351619314346,0.185579134471258,-0.268476739589288
"X1110",0.100565541037195,0.0181453856772537,0.159909335209037,-0.315836582171661,0,-0.0133243511769403
"X1111",0.173640831592755,-0.0204383783288347,2.7220164456408,3.02720113931608,3.02371249733361,-0.584894708422743
"X1112",0.106510295878982,0.00900174972945986,0.00628488913868139,0,0,0
"X1113",0.321819127975946,0.0191766261869823,0.69780610611663,0,0.591168773810502,0.0460407619559028
"X1117",0.00329130265276549,-0.0561132404235732,1.57712625725014,0.998001586433772,1.60986839002166,0.092556600968879
"X1118",0.326390595715247,0.014993995675551,2.16826341036985,-3.2473300754422,2.36526298904452,0.0733720336537294
"X1119",0.202743702629525,0.013107004125395,0,0.50426513434267,-0.182887459081725,0
"X1198",0.0589654715369164,0.00147602568739267,0.674027655700344,0.747344443106495,0.723265262848388,-0.0344207628016374
"X1204",0.377580568593664,0.0212526708394523,2.14503581272065,-3.40418621767074,1.95059669865376,-0.198005187241412
"X1205",0.455873901259386,0,0,-0.507270947891511,0.0706712017865243,-0.186417050718839
"X1210",0.193577176672986,-0.0173326388502028,0,0,0.398692395412431,-0.153315525103234
"X1211",0.42242403828736,0.0329014534413572,0,-0.329631723629793,0.0404896086780322,-0.416953134934963
"X1215",0.107026689506228,-0.002870055181357,0,0.25848367288542,0.309601792801076,-0.165298674802744
"X1216",0.419249809608468,0.00987644824728719,0.0894532582385033,-0.0451189968780069,0,0
"X1298",0.115580879754768,2.17597410100205e-05,-0.12406234455328,0.320489198266839,0,-0.211474874137247
"X1304",0.08847922772934,0.00629070264968657,2.71145225747165,2.56385917678797,2.84395566965471,0.204676293336687
"X1305",0.289521624288458,-0.0055795159113285,0.130526309536693,0,0,0
"X1307",0.160455152067025,-0.0150132693958562,0,-0.293348032989661,0.259841411491441,-0.292546216802201
"X1312",0.208095105839328,0.0136701073077133,0,0.275441391311408,0.042738946798114,-0.070650388733941
"X1407",0.12375086760803,0,0,0,0,0
"X1598",0,0,0,0,0,-0.374092726330898
"X1601",0.0578685156580584,0.00764154182277831,0,0.350864599535633,0,0
"X1605",-0.0512261744921111,0.00318941471513967,0.226661438723653,0,0.273963120978486,0.193457545626667
"X1609",-0.125237251936737,0,0,0.0869937803370772,-0.171035317311056,-0.308195468959155
"X1612",-0.00949878584304607,0,0,0,0,0.724042709088442
"X1614",0.0245891103277504,0.00918889083831897,0,0.157446969965727,0.107219277368915,0.411414771014769
"X1615",0,0,0,0,0,0
"X1616",-0.0541914023286133,0.00159607819142544,0,-0.0186702885142685,0,0.407463384500513
"X1617",-0.10560834108332,0.000289948074176711,0,-0.111144493198082,0,-0.0657459792866454
"X1619",-0.0137012102377576,0.00451855175766148,3.17422942243356,2.07742574660716,3.11904739589255,1.05570319892859
"X1622",-0.099339735673043,0.00168759213958878,0.0158737907413222,-0.529162935052763,0,0.14959379697787
"X1627",0.092915910205859,0.0068195999423841,-0.0330348414233512,0.481519958433992,0,0.100956412229159
"X1628",0.0690366961803897,0.0104638955316478,0,0.0265050453027541,0,-1.01566711692389
"X1630",-0.0549333678124066,0.00391946109340822,0,0,0,0.738127467176835
"X1634",-0.0835280855243831,0.00446865696072222,-0.242585494309821,0,-0.409519131245843,0.193616538717398
"X1637",0,0.00188118331657879,0,0,0,0.360426910286814
"X1640",-0.0277027721544015,0.00330353043097085,0.202093905361714,0,-0.0705258750799604,0.454470916266238
"X1698",-0.013066437507056,0.00200362720358284,0,0,0.165481977863699,0.30777573892901
"X1701",0.0448703881428424,-0.00486537191503928,0.343427806739447,0.00589395320079056,0.440367659911086,0.235219449154342
"X1703",-0.01176803894163,0,0,-0.261152112705854,0.172886554164885,0.0574166187770496
"X1704",-0.0343619368380814,-0.00223432625981111,0.101535282807466,0,0,0.168397224849406
"X1705",0,-0.00295475483723854,0,0,0,0
"X1708",0.0379261800343647,0.0031481138250634,0,-0.59323165601031,0,-0.146943279495878
"X1709",0.0626094141734549,0.00262286586724548,0.180895646324152,-1.03663450845346,0,0.0645611249610046
"X1710",0.0446174565736717,0.00350856246566035,0.453419883853523,0,0.254805463312878,0.2174682619292
"X1798",-0.0186484788628557,-0.00345309522277606,-0.017543596991023,-0.127742916753159,0,-0.140436364472723
"X1801",0.0507791318347005,0.00439797559088661,-0.0778979380703439,0.0111003499526508,0,0.206676250018204
"X1802",0.0608500829621185,0,0,0,0,0.148226864067058
"X1803",0.101863831710665,-0.00358155052851158,-0.168517289624164,0.152663022671768,0,-0.207471768779293
"X1804",-0.0220232239790061,-0.00371069956606273,0,-0.0520336131769825,0.124429184775697,0.0219140886338675
"X1805",-0.0196160521222618,0.000472614133644883,0,0.0406022267948989,0,-0.130713497775885
"X1809",0.0341007505871238,0,0,0,0,0
"X1810",0.0468087483551157,0.001716267398157,0,0,0.0481871339400658,0.645683223369249
"X1811",0.0200398522786932,0.00464380697901567,0,0,0.280013832595572,0.247659680641779
"X1812",0,0.00877679038432195,0,0,0,0.203521941138867
"X1813",0.0164611626566123,0.0104403873895345,0,-0.282506836557657,-0.220553496904597,0.0293138856950464
"X1815",0.0481681954385177,0.00797797149432265,-0.00528834234032663,0.438050128738953,0,0.262280198363656
"X1816",0.0323023234036428,0.013388788182476,0,0.258994888185331,-0.162434121932954,0.506508160220519
"X1817",0.0347617824233621,0.0059040755257717,0,0,0.150593639311508,0.157641299885761
"X1898",0.0229829113198771,0.00262106559103991,0,-0.0214396410184851,0.113849647339218,0.0604165342920058
"X1998",0.0330005413733492,0.00319773236463956,0,0.634473433558976,0.161889805515661,-0.403904701879103
"hs_cancer_types_carcinoma",0.248827738021736,0.0117781955466588,0,0.0263675764444246,0,-0.178614724870381
"hs_cancer_types_lipoma",0.195257298800978,0.0122941614790455,1.40845811043624,0,1.51312760520994,0.304400371666873
"hs_cancer_types_mast_cell_tumor",0.152912370236778,0.0116592422589093,0.36838230946828,-0.177364327897813,0,0
"hs_cancer_types_melanoma",0.207347815427878,0.0102065358639793,0,0,0,0
"hs_cancer_types_other",0.21083991283453,0.00806906087002044,-0.144048523715203,0,0.0214383972382998,0
"hs_cancer_types_soft_tissue_sarcoma",0.243938869894749,0.012468624679241,0,0,0,0.081607126629859
"hs_cancer_types_unknown",0.247627719391105,0.0102708156071053,0,-0.410886818685606,-0.0714779948321701,-0.0170228215035497
