dog_id,dd_age_years,dd_weight_lbs,recode.sex_2,recode.sex_3,recode.sex_4,mixed.breed
100275,0.416666667,25,1,0,0,1
92097,7,30,1,0,0,1
88619,10.5,15,1,0,0,1
49956,6.833333333,19,1,0,0,0
92564,17.5,23,0,0,1,1
75669,4.083333333,20,1,0,0,1
7541,6.166666667,73,1,0,0,0
50991,13.08333333,34,1,0,0,1
1296,10.41666667,26,0,0,1,0
55019,8.333333333,60,1,0,0,1
58155,1.25,52,0,0,0,0
93903,16.08333333,35,0,0,1,0
41205,9,20,0,0,1,1
97742,10.33333333,92,1,0,0,0
100995,16,29,1,0,0,1
14364,12,17,0,0,1,1
77877,7,44,0,0,1,1
1999,11,48,0,0,1,1
76610,2,70,0,0,1,0
1928,10,60,0,0,1,0
86551,9.166666667,145,0,1,0,0
21178,4.083333333,67,0,0,0,0
25476,7,58,0,0,1,1
62565,8,77,1,0,0,1
85579,7.916666667,9,0,0,1,0
47156,11.5,29,1,0,0,1
22395,7,16,1,0,0,1
17162,7.416666667,67,0,0,1,1
43609,21,35,0,0,1,0
58107,5.083333333,75,0,0,1,0
2585,11.41666667,77,0,0,1,1
963,10.33333333,105,0,1,0,0
71097,1.75,10,0,0,1,0
47183,1.916666667,24,1,0,0,1
17146,4.916666667,83,1,0,0,1
31340,5.25,48,1,0,0,1
59671,8,24,0,0,1,1
62034,2.833333333,49.5,0,0,1,1
54093,12.75,56,1,0,0,0
90077,4.333333333,86,1,0,0,0
37285,10,64,1,0,0,1
30046,9.5,65,1,0,0,1
3248,3.166666667,34,1,0,0,0
69370,9.75,65,1,0,0,0
87289,10.08333333,16,1,0,0,1
74464,8.416666667,65.5,0,0,1,1
103515,1.75,61,1,0,0,0
87356,11.75,65.5,0,0,1,1
59643,15.41666667,10,1,0,0,0
53304,8.5,102,1,0,0,0
34045,7,65,0,0,1,1
96623,8.583333333,28,1,0,0,0
46835,12.25,94,1,0,0,0
83315,4.916666667,27,0,0,1,0
80533,3.416666667,70,0,0,1,1
87233,8,48,1,0,0,1
94218,4.5,66.8,0,0,1,0
35339,11.25,72,1,0,0,0
98689,4.333333333,91,1,0,0,0
34906,8.916666667,84,0,0,1,0
70104,5,43,1,0,0,0
95276,4.083333333,71,0,0,1,1
92513,1,32,1,0,0,1
92684,12.41666667,31.2,0,0,1,0
87823,11,31.6,0,0,1,1
2675,9.25,20.7,0,0,1,0
29879,11.75,70,0,0,1,1
43602,4.583333333,37,0,1,0,0
39807,2.833333333,9,1,0,0,0
50825,11.5,20,0,0,1,0
52300,14.5,24,0,0,1,1
51936,3.166666667,118,0,0,1,0
92876,7,85,0,0,1,0
7966,3.25,100,1,0,0,1
33989,14.83333333,19.2,0,0,1,0
91021,9.166666667,40,0,0,1,1
12352,6.333333333,75,0,0,1,1
97999,3.166666667,61,0,0,1,0
53754,4.916666667,52,1,0,0,0
85468,7,32.5,1,0,0,0
92758,8.5,65,1,0,0,1
65044,8.75,23,1,0,0,0
103472,2.666666667,109,1,0,0,0
10507,7,55,1,0,0,1
20856,5.333333333,49,1,0,0,0
88672,0.416666667,31,0,0,0,0
62769,6.25,63,1,0,0,1
82016,2.916666667,98,0,0,1,0
65143,1.25,62,1,0,0,0
26076,6.25,46,1,0,0,1
7670,8,28,0,0,1,1
31796,3.666666667,63,1,0,0,1
58825,2.083333333,20.5,1,0,0,1
32240,2.166666667,47,1,0,0,0
64714,9.583333333,55,0,0,1,1
96048,4,90,0,0,1,0
13589,13.16666667,37,1,0,0,1
42378,12.5,21.9,0,0,1,0
15255,13.41666667,64,0,0,1,0
40348,3,14,1,0,0,1
92304,3.5,86,0,0,1,1
81402,4,42,1,0,0,1
2081,17.08333333,18,0,0,1,0
50455,9.083333333,17,0,0,1,0
69302,13.25,80,0,0,1,1
57900,3.916666667,22,0,0,1,0
83405,5,72,0,0,1,1
49443,7.916666667,70,1,0,0,0
89227,14.08333333,22,1,0,0,0
39749,5.25,127,1,0,0,0
37591,7,54,1,0,0,1
63181,13,28,0,0,1,0
4935,11.25,51,1,0,0,1
21813,11.5,58,1,0,0,0
20557,7.666666667,40,1,0,0,1
91600,9,28.2,0,0,1,1
7490,12.58333333,82,0,0,1,0
4302,1.25,42,0,0,1,0
58411,5,107,0,0,1,0
2683,14.16666667,48,0,0,1,1
73545,5,20,0,0,1,1
98068,2.166666667,87,0,0,1,0
52074,9,53.4,0,0,1,1
93993,6,65,1,0,0,0
17904,2.5,89,0,0,1,0
93447,12,81,0,0,1,1
54418,12.16666667,63,1,0,0,1
8308,9,11,0,0,1,1
12325,7.5,60,0,0,0,0
62749,2.75,88,0,0,1,0
68458,8,10,0,0,1,1
26322,16.66666667,16,1,0,0,1
32168,7.166666667,30,0,0,1,1
81836,5.416666667,103,0,0,1,0
53670,10,43,1,0,0,1
88809,1.166666667,72.6,0,0,1,1
89909,8,13,1,0,0,1
94826,5.666666667,84,0,0,1,0
4831,3.166666667,82,0,0,1,1
12956,2.333333333,60,1,0,0,1
93510,10.66666667,72,1,0,0,0
64638,13,11.9,0,0,1,0
45372,6.75,4.7,0,0,1,0
61391,1.333333333,39.8,0,0,1,0
13501,8.083333333,7.5,1,0,0,1
43772,12,74,0,0,1,1
90148,4.666666667,72.5,0,0,0,0
50175,11.58333333,62.5,1,0,0,0
36348,10.25,66,0,0,1,0
41160,11.66666667,7,0,0,1,0
51691,1.416666667,80,0,0,0,0
88219,12.41666667,54,0,0,1,1
44985,10,51,1,0,0,1
102604,11.25,76,0,0,1,0
91311,8.5,18,1,0,0,0
1783,13.08333333,57,1,0,0,1
57117,9.25,17,0,0,1,0
63073,10,42.4,0,0,1,1
75275,10.33333333,45,1,0,0,0
57976,11,10,1,0,0,0
59935,7.25,78,0,0,1,0
24644,9.666666667,94,1,0,0,0
62035,4.416666667,30,0,0,1,0
64822,4.916666667,72,0,0,1,1
36892,11.33333333,66.6,1,0,0,1
38659,12,73,1,0,0,1
70765,9,32,0,0,1,1
47852,5.5,32,1,0,0,1
91902,14,4.5,1,0,0,0
73132,4.166666667,15.4,0,0,1,0
50707,9.333333333,64,1,0,0,0
11736,1.25,28.6,0,0,1,1
80206,10.83333333,40,0,0,1,0
51079,8.333333333,68,0,0,1,1
63926,5.833333333,89,0,0,1,0
45753,2.666666667,31,0,0,0,0
87569,7,16,1,0,0,1
73307,6.5,16.2,0,0,1,0
22532,8.666666667,86,0,0,1,0
44517,5,17.6,1,0,0,1
83155,15.16666667,68,1,0,0,0
76247,0.916666667,52,1,0,0,0
102492,11.75,51.3,0,0,1,1
4183,11.58333333,48,0,0,1,1
99069,5,38,1,0,0,1
79336,15.08333333,18,1,0,0,1
81855,7.5,20.8,0,0,1,0
79255,14,94,0,0,1,1
10785,2.083333333,39,0,1,0,0
54098,10,72,0,0,1,1
89791,16.33333333,46,1,0,0,0
88376,1.083333333,10.5,1,0,0,1
80769,10.41666667,14,1,0,0,1
82658,13,34,1,0,0,0
42826,12.75,67,0,0,1,0
5826,6,58,1,0,0,1
31205,7.416666667,77,1,0,0,1
49909,6.333333333,80,0,0,1,1
14223,3.833333333,62,1,0,0,1
3155,11.5,76.8,1,0,0,0
86252,17.66666667,65,0,0,1,1
94078,1,93,0,0,1,1
84587,0.333333333,29,0,0,0,1
71990,4.5,20,0,0,1,0
69942,8.166666667,18,0,0,1,1
78765,4,43,1,0,0,0
94570,7,75,0,0,1,0
32420,2.083333333,34,0,0,1,1
82552,4.416666667,49.6,1,0,0,0
97255,6.666666667,26,0,1,0,0
80241,1.083333333,68,1,0,0,0
9478,6.75,49,0,0,1,1
75347,8.166666667,75,0,0,1,1
467,8.25,71,0,0,1,0
15033,15,11.45,0,0,1,0
20730,1.166666667,110,0,1,0,0
20908,13.41666667,65,1,0,0,0
17941,6,74,0,0,1,1
93133,8.333333333,78,0,0,1,0
67647,4.25,65,0,0,1,1
50430,5.416666667,64,1,0,0,0
12061,8.083333333,12.4,0,0,1,0
46269,11.16666667,122,1,0,0,0
97082,1.25,61,0,0,1,1
79815,8.25,72,0,0,1,1
22394,11.41666667,31,0,0,1,1
43413,8.916666667,81,0,0,1,1
39549,10,23,1,0,0,1
84306,4,58,0,0,1,1
79557,4,92,1,0,0,0
28197,17,35,0,0,1,0
16779,12.66666667,8,1,0,0,0
69702,13,50,1,0,0,1
5956,4.333333333,112,1,0,0,0
16385,7,68,0,0,1,1
3802,3.083333333,145,0,1,0,0
63739,3,32,1,0,0,1
6655,5,90,1,0,0,0
54246,13,19,1,0,0,1
4667,7.5,92,1,0,0,0
4646,6.083333333,36,0,0,1,0
41864,7.083333333,31,0,0,1,1
71443,7.666666667,29,1,0,0,0
84756,20,12,0,0,1,1
34849,9.5,65,0,0,1,0
75374,15,60,0,0,1,1
89498,9.25,59,1,0,0,0
87499,6.166666667,65,0,0,1,0
14796,6.833333333,133,0,0,1,0
73422,12.83333333,34,0,0,1,1
28010,4.416666667,12.3,0,0,1,0
92490,3.083333333,30.2,0,0,1,1
79521,2.583333333,71.5,0,0,1,1
27550,7.416666667,10,1,0,0,1
61122,4.166666667,6.8,1,0,0,0
94801,7,30,1,0,0,1
5986,11.33333333,66,1,0,0,0
21401,9,89,1,0,0,0
20148,12,32,1,0,0,0
4723,13.08333333,67,0,0,1,1
29233,8,78,0,0,1,0
89648,12,23,0,0,1,0
35559,11.91666667,85,0,0,1,1
76029,6.916666667,58,1,0,0,0
2575,2.083333333,59,1,0,0,0
24969,7.583333333,109,0,0,1,0
17690,4.5,85,0,0,1,0
39887,5.416666667,58,0,0,1,1
68186,8,75,0,0,1,0
28533,5.083333333,76.8,0,0,1,0
56733,14.33333333,20,1,0,0,1
93101,10.41666667,93,0,0,1,0
3022,12.91666667,55,1,0,0,1
30397,1.833333333,72,0,0,1,0
102101,2,12,0,0,1,1
41502,9,81.4,0,0,1,0
11717,13,12,1,0,0,1
4746,11.08333333,42,1,0,0,0
57654,2.083333333,41,1,0,0,1
74626,13,11.2,1,0,0,0
60257,3.25,12.5,0,0,1,0
26162,10,36,0,0,1,1
1518,8.666666667,80,0,0,1,0
14230,11,56,0,0,1,1
15059,8,85,1,0,0,0
85117,1,20,1,0,0,0
34606,14,15,0,0,1,1
50575,2.666666667,80,0,1,0,0
57543,2.583333333,72,1,0,0,1
18786,11.91666667,13.3,1,0,0,0
88057,3.833333333,55.6,1,0,0,0
60133,5.833333333,28,0,0,1,0
28682,2.166666667,75,1,0,0,1
100929,3,43,1,0,0,0
10398,15.08333333,84,0,0,1,0
71500,9.666666667,42,1,0,0,1
78803,2.333333333,24,1,0,0,0
10764,6.25,49,0,0,1,0
77008,2.25,4,1,0,0,0
35311,8.333333333,95,0,0,1,1
50805,5,48,0,0,1,0
12287,10.08333333,61,1,0,0,0
84250,0.916666667,14,0,0,1,1
58021,2.5,48.2,1,0,0,1
65122,3.083333333,67,0,0,1,0
102164,10.41666667,69,0,0,1,0
37118,7.25,53,0,0,1,1
27496,11,39,0,0,1,1
80479,9,26,0,0,1,1
72497,14.41666667,10.5,1,0,0,0
82550,1.916666667,63,0,0,1,0
88549,9,63,0,0,1,1
83136,3.916666667,55,0,0,1,0
95267,2.583333333,74,0,0,1,0
33524,8.166666667,51,0,0,1,1
59508,6.916666667,27,1,0,0,1
43088,8.5,76,1,0,0,1
82399,11.91666667,40,0,0,1,1
92400,15.91666667,34,1,0,0,0
58244,2.166666667,52,1,0,0,1
45278,11.58333333,37.5,1,0,0,1
79170,3.416666667,52.8,1,0,0,1
76087,7,51,1,0,0,1
28674,14.91666667,64,1,0,0,1
580,8.166666667,76,0,0,1,0
59052,5.583333333,68.5,0,0,1,0
90419,19.25,15.8,1,0,0,0
2986,11.16666667,30.9,0,0,1,1
87034,11.83333333,20,1,0,0,1
95701,2,41,1,0,0,1
46446,2.25,21,0,0,1,0
19330,5.416666667,68,1,0,0,1
85706,11,81,0,0,1,0
41546,9.916666667,87,1,0,0,0
41088,8.833333333,84,1,0,0,0
34086,15.58333333,19,0,0,1,0
24337,3.583333333,32,1,0,0,1
35626,7.166666667,88.5,1,0,0,1
60054,1.416666667,81,0,1,0,0
32173,11.08333333,16,0,0,1,0
93944,4.333333333,74,0,1,0,0
32491,10.25,28,0,0,1,1
84339,7,28,1,0,0,0
52058,5.333333333,74,0,0,1,1
89586,12,24,0,0,1,0
30974,14,48,0,0,1,1
70601,8.333333333,22,1,0,0,1
52247,7.833333333,61,0,0,1,1
66340,1.416666667,60,1,0,0,1
74625,13.75,88,0,0,1,0
37837,7,94,0,0,1,0
8252,15.58333333,7.5,1,0,0,1
92120,14.16666667,15.2,0,0,1,1
51715,6.666666667,165,0,1,0,0
26522,3.25,36,0,0,1,1
96734,9,62,1,0,0,0
41760,4.416666667,64,0,0,1,0
56990,3,30,1,0,0,1
289,13.16666667,42,1,0,0,1
29407,8,53,1,0,0,1
18327,6.75,78,0,0,1,0
13604,10.83333333,49.2,0,0,1,0
99962,10.08333333,49,1,0,0,1
45893,5,77,0,0,1,1
69963,4.5,86,1,0,0,1
77149,4.416666667,58,1,0,0,0
99071,3.416666667,53,1,0,0,0
87564,4.5,72,0,0,1,0
77147,11,20,0,0,1,1
7104,14,7.7,1,0,0,0
91976,1.916666667,72,1,0,0,1
72682,6.333333333,50,0,0,1,1
50433,1.583333333,35,1,0,0,1
59184,3.333333333,43,1,0,0,1
76587,8.333333333,74,0,1,0,0
51135,11.66666667,20,1,0,0,0
69399,4,42,0,0,1,1
93824,9.916666667,8,1,0,0,0
95721,8.583333333,43,1,0,0,0
57726,3.666666667,30,0,0,0,0
60744,10.5,13,1,0,0,0
92660,5.75,90,0,0,1,0
9417,4.333333333,76.2,1,0,0,0
42523,2.416666667,39,0,0,0,0
82675,15,20.9,1,0,0,0
37450,7.916666667,68.9,1,0,0,0
21480,12,38,1,0,0,1
38152,7.5,35,0,0,1,1
90045,10,70,1,0,0,0
102576,14.66666667,35,1,0,0,1
16549,7,19,0,0,1,1
70013,10,16.8,0,0,1,1
28015,8.916666667,7,0,0,1,0
60803,2.166666667,52,1,0,0,1
66771,12.5,21,0,0,1,0
67533,13,34,1,0,0,0
70796,5,59,0,0,1,1
102623,4.5,53,1,0,0,0
83598,4.666666667,63,0,1,0,0
56782,1.75,42,0,0,1,1
78742,2,69,1,0,0,1
21621,4.666666667,22.4,1,0,0,0
45656,4,20,0,0,1,1
55719,1.666666667,63,0,0,1,1
50105,2.333333333,20.1,0,0,1,0
46626,6.583333333,50,1,0,0,1
89418,6.666666667,40,1,0,0,1
92458,6.75,14,1,0,0,0
62109,6,54,1,0,0,1
55255,3.25,73,0,0,1,1
94795,7.583333333,111,0,0,1,0
87457,3.25,18,0,0,1,0
77857,9.666666667,18,0,0,1,0
90435,12.5,19,0,0,1,1
59642,1.083333333,48,1,0,0,1
73309,10.16666667,55,1,0,0,1
29912,8.416666667,85,0,0,1,1
18491,10,47,0,0,1,1
75167,7,62,1,0,0,1
32316,2.25,22,1,0,0,1
37991,10.5,40,0,0,1,0
83165,5.083333333,106,0,0,1,0
90062,14.08333333,36,0,0,1,0
89072,4,50,1,0,0,1
98887,3.083333333,63,1,0,0,0
80489,10.66666667,35,0,0,1,0
93024,0.333333333,35,0,0,1,0
63196,6.5,54,1,0,0,0
100724,6,120,0,0,1,1
95625,14,49,1,0,0,1
32472,9,54,1,0,0,1
84092,8.666666667,54,1,0,0,0
82956,10,56,1,0,0,1
5999,10,85,0,0,1,1
35820,10.58333333,58,1,0,0,1
83582,9.333333333,10,1,0,0,1
10376,13.66666667,12.2,1,0,0,0
68994,2.166666667,50,1,0,0,1
24098,8.916666667,23,0,0,1,0
50681,2.5,34,0,0,1,0
726,2,63,0,0,1,0
4153,8.916666667,109,1,0,0,0
37868,8,57,1,0,0,1
47388,3.666666667,11.8,1,0,0,1
87525,9.583333333,35,1,0,0,0
49429,11.83333333,73,0,0,1,0
58246,4.5,21,0,0,1,1
49092,11.83333333,88,0,0,1,1
54112,8.583333333,94,0,0,1,0
44488,9.416666667,36,1,0,0,1
58871,5,52,1,0,0,1
77049,13.91666667,56,0,0,0,0
54990,2.833333333,54,0,0,1,1
54243,3.333333333,118,0,1,0,1
47904,6.333333333,85,1,0,0,0
9445,10.83333333,72,1,0,0,0
18876,4.166666667,77,0,0,1,1
5460,8,110,0,0,1,0
8613,11,62.5,0,0,1,0
22472,13.33333333,65,0,0,1,0
94785,2.5,49.6,0,1,0,0
26623,12.25,115,0,0,1,0
59444,5.916666667,36,0,0,1,0
56025,5.333333333,81.8,1,0,0,1
65907,9.416666667,73,1,0,0,1
57110,2.166666667,40,1,0,0,1
64900,9.833333333,65,1,0,0,0
28536,10,58,1,0,0,1
26968,1.333333333,17,1,0,0,1
80921,2.5,85,0,0,1,0
84773,9.666666667,65,1,0,0,0
98996,5.416666667,80,0,1,0,0
16831,7.083333333,67,1,0,0,0
42211,6,82,0,0,1,1
58740,6,62,1,0,0,1
61925,14.5,62,0,0,1,1
72666,9.583333333,62,1,0,0,0
89264,5,62,0,0,1,1
73046,8.166666667,74,0,0,1,0
65032,9,43,1,0,0,1
12384,9,67,1,0,0,0
28868,13.58333333,65,1,0,0,1
47167,8,11,1,0,0,1
9394,5.75,14.2,0,1,0,0
59965,9,55,0,0,1,1
77987,7.25,53,1,0,0,0
73097,17,10,1,0,0,1
23657,7.833333333,84,1,0,0,0
82510,3,11,0,0,1,1
34285,10.41666667,65,0,0,1,1
39517,1.166666667,55,1,0,0,0
31816,12.5,65,0,0,1,0
91156,15.83333333,6.6,0,1,0,0
48707,11,60,1,0,0,1
96809,6,78,0,0,1,1
9540,6.666666667,40.02,0,0,1,0
76675,2.666666667,15,0,0,1,0
76578,1.416666667,56,1,0,0,0
77084,6,11,0,0,1,1
49046,5.833333333,64,1,0,0,1
95282,0.583333333,43,0,0,1,1
83560,7.5,45,0,0,1,1
12743,10,36,1,0,0,1
37139,6.333333333,17,1,0,0,0
86356,12.41666667,19.6,0,0,1,1
13738,10.08333333,65,1,0,0,1
40123,8.75,68,0,0,1,0
80630,5,11,0,0,1,1
73650,6.5,30,0,0,1,1
26016,3.25,94,0,0,1,0
46879,2.666666667,55,0,0,1,1
100549,0.833333333,62,1,0,0,1
31367,2.25,67,0,1,0,0
15000,13.33333333,16,0,0,1,1
96005,0.916666667,87,0,1,0,0
818,0.416666667,31,0,0,0,0
89821,6.833333333,39.8,1,0,0,1
20001,10,62,1,0,0,1
81128,5,103,0,0,1,0
82809,5.833333333,20,1,0,0,1
77353,4.416666667,54,0,0,0,0
20580,10.66666667,52,1,0,0,1
634,5.083333333,83,1,0,0,0
80647,10.91666667,30,1,0,0,1
47309,11.58333333,22,1,0,0,0
95471,3.916666667,40,0,0,0,0
64232,18.25,33,1,0,0,0
12788,12.58333333,74,1,0,0,0
75111,8.25,49,0,0,1,1
18664,7,55,0,0,1,1
92446,4.083333333,52,0,0,1,0
14309,12.5,92,0,0,1,0
68349,4.583333333,36,1,0,0,1
89975,1.083333333,83,0,1,0,0
50593,7,51,0,0,1,1
69049,5.416666667,34,1,0,0,1
33074,17,18,0,0,1,1
79763,5,50.2,1,0,0,1
78902,2,67,0,0,1,1
36889,10.41666667,67,1,0,0,1
68140,3,41,0,0,1,1
87974,11.25,22.6,1,0,0,0
421,9.916666667,54,1,0,0,0
88638,6.666666667,95,0,0,1,1
55040,2,27.1,0,0,1,0
92515,5.083333333,65,0,0,1,0
65071,9.5,59,0,0,1,1
100495,1.666666667,26.5,0,0,1,0
70076,6,46,1,0,0,1
47652,10.16666667,142,1,0,0,1
45817,11.41666667,60,0,0,1,1
30211,13,14,1,0,0,1
91691,5.166666667,89.5,1,0,0,0
16448,3.25,165,0,0,1,1
83178,2,6,0,0,1,0
84307,0.416666667,8.5,0,1,0,1
61406,10,51,1,0,0,1
64099,3.083333333,66,0,0,1,1
99144,10.75,84,0,0,1,1
44111,11,62,0,0,1,1
1161,1.583333333,77,0,1,0,0
82586,8.833333333,36,1,0,0,0
2031,13.41666667,64,0,0,1,1
77949,10.33333333,73,1,0,0,1
64281,2,46,1,0,0,1
94872,5.5,35,1,0,0,0
27796,9.416666667,120,0,0,1,0
1705,6.25,20,0,0,1,0
39185,14,19,0,0,1,0
26977,18,11,1,0,0,0
72106,4.416666667,58,1,0,0,0
13283,1.5,41,1,0,0,0
30245,13.41666667,51,1,0,0,0
100603,3.5,62.7,0,0,1,1
92654,1.833333333,38,1,0,0,1
22379,6,46,1,0,0,1
27384,9.5,83,0,1,0,0
7107,13.83333333,71,1,0,0,0
3714,6.583333333,68,1,0,0,0
87969,0.583333333,12,0,0,1,1
68704,14.08333333,39.5,0,0,1,0
56807,10.75,62,1,0,0,0
74228,1.583333333,18,0,0,1,0
12440,7.25,62,1,0,0,1
37312,4,43,1,0,0,1
37679,1.333333333,41.8,0,0,1,1
41924,5.666666667,130,0,0,1,0
57595,1.333333333,83,0,0,1,0
1811,7.916666667,54,1,0,0,0
84428,2.75,110,0,1,0,0
35209,11.41666667,19,0,0,1,0
100524,14,14,1,0,0,1
51588,2.833333333,38.8,1,0,0,1
22339,13.25,25,0,0,1,0
41275,2.166666667,93,0,1,0,0
29266,11.5,11.6,0,0,1,0
46729,7.333333333,69,1,0,0,1
61910,6.166666667,81,0,0,1,1
87272,2.083333333,82,0,0,1,0
2841,5.166666667,16,0,0,1,0
88448,10.08333333,80,1,0,0,1
64594,15.25,10,0,0,1,1
97884,16.58333333,37,0,0,1,0
23516,7.166666667,16,1,0,0,0
89487,2.583333333,56,1,0,0,1
73536,5.833333333,50,1,0,0,0
51399,2.333333333,85,0,0,1,0
78805,3.916666667,20.2,1,0,0,1
31214,2.416666667,61.5,1,0,0,1
66140,9,17.5,1,0,0,1
8002,13.16666667,52,0,0,1,1
3829,7.75,72,0,0,1,1
11586,7,29,1,0,0,1
95284,14,30,1,0,0,0
31569,11.16666667,11,0,0,1,0
2817,12.75,24,1,0,0,0
3414,7.25,42,0,0,1,1
68998,4.416666667,92,0,0,1,0
15857,9.166666667,7,1,0,0,1
95800,2.833333333,112,0,0,1,1
56437,6.5,18,0,0,1,0
71853,0.916666667,24,0,0,1,1
69284,9,37,0,0,1,1
95513,2.333333333,78,0,0,0,0
3139,5.083333333,79.4,0,0,1,1
9104,16.91666667,6.4,1,0,0,0
34783,11.75,42.5,0,0,1,1
33265,10.25,31,0,0,1,1
30167,8.5,7,0,0,0,1
73070,7.416666667,33,1,0,0,1
61450,1.666666667,75,0,0,1,0
28034,10.5,12,1,0,0,1
67762,3.25,29,0,0,1,0
98570,1.416666667,48,0,0,1,1
76428,3,17.3,0,0,1,0
3545,12,79.5,1,0,0,1
12073,5.666666667,65,1,0,0,1
9105,10,34,1,0,0,1
47976,11.16666667,10,1,0,0,1
33431,1.5,33,1,0,0,1
81501,9,13,0,0,1,0
32278,14.58333333,56,1,0,0,1
8737,8.833333333,60.2,1,0,0,1
102331,11,62.9,0,0,1,1
57695,13,41.2,1,0,0,1
46611,11.16666667,73,1,0,0,0
28736,13.58333333,23,0,0,1,0
18823,5.083333333,120,0,0,1,0
67776,1.166666667,69,0,1,0,0
20699,12.66666667,80,0,0,1,1
77972,8,50,0,0,1,1
41611,5,50,1,0,0,1
44495,9.166666667,30,0,0,1,0
7234,4.833333333,62,0,0,1,1
89532,13.08333333,31,0,1,0,0
51089,8,61,0,0,1,1
93415,3.5,55.3,0,0,1,0
7727,1.166666667,70,0,0,0,0
19215,5.25,16,0,0,1,1
33399,14,14.2,1,0,0,0
102666,12,45,1,0,0,1
64029,2.5,61,1,0,0,1
57853,3.583333333,60,1,0,0,1
52911,13.41666667,67,0,0,1,0
9524,9.416666667,125,0,0,1,1
100949,1.166666667,20,1,0,0,0
50314,7.75,65,1,0,0,1
69831,13.75,77,1,0,0,1
92320,9,54,1,0,0,1
11881,12.58333333,41,1,0,0,0
86949,15,13,1,0,0,1
58248,11.08333333,38,0,0,1,1
97064,10.83333333,70,0,1,0,0
72174,5.333333333,54.9,0,0,1,0
91870,9.583333333,42,0,0,1,0
56176,6.166666667,6,1,0,0,0
40076,2,44,1,0,0,1
27587,11.16666667,11,0,0,1,0
82422,10,20.3,0,0,1,1
31459,7.833333333,87,0,0,1,1
91381,16.08333333,28,1,0,0,1
32773,9.5,114,1,0,0,1
39599,8.5,26,1,0,0,0
84622,16,51,1,0,0,1
74027,12.16666667,16,1,0,0,0
86829,10,25,1,0,0,0
19754,8.75,79,1,0,0,0
88565,19.33333333,10,0,0,1,1
86963,13.25,62,1,0,0,1
62623,14.33333333,51,1,0,0,1
1298,6,87,1,0,0,1
47746,7.333333333,67,1,0,0,0
42292,13.25,46,1,0,0,0
79784,9,94,0,0,1,0
76318,7.333333333,18,1,0,0,1
77512,3,48,0,0,1,1
23231,13.75,99.8,0,0,1,0
63885,12.25,37,1,0,0,0
81728,11,22,0,0,1,1
17834,5,60,0,0,1,1
87726,3,37,0,0,1,1
58068,8.666666667,21.6,1,0,0,0
23024,13,8.9,0,0,1,0
79414,10.08333333,71,1,0,0,0
2153,15,88,1,0,0,0
67738,4,39.5,0,0,1,1
30656,10.33333333,9,1,0,0,0
72521,9.333333333,16.2,1,0,0,0
96298,2.833333333,73,0,0,1,0
79799,10,79,0,0,1,1
86881,7,26,1,0,0,1
1269,8,9.5,0,0,1,1
45749,12,44,0,0,1,1
67220,10,23,1,0,0,1
85769,2.5,70.5,0,0,1,0
73350,11.16666667,9,0,0,1,1
67514,9.333333333,26,0,0,1,1
76759,2.833333333,96.7,0,0,1,0
52710,10.33333333,53,0,1,0,0
86140,13.25,85,1,0,0,0
85396,4.083333333,65,0,0,1,0
3630,6.916666667,4,0,0,0,0
78678,8,68,0,0,1,1
82336,0.75,65,0,0,0,0
24388,15.75,13.2,1,0,0,0
9515,7.583333333,82,0,0,1,0
69997,12.66666667,29.2,0,0,1,0
81563,1.666666667,63.4,0,0,1,1
50058,5,18,0,0,1,1
80080,11,3,1,0,0,0
8026,12.33333333,35,1,0,0,1
11647,14,80,0,0,1,1
77653,4.416666667,49.8,0,0,1,1
11686,6.5,127,0,0,1,0
57224,11,50,0,0,1,1
31764,8.916666667,76,0,0,1,0
45247,14.25,31,0,0,1,0
83756,19.16666667,15,0,0,1,0
27364,5.25,35,1,0,0,1
76219,12.16666667,70,0,0,1,0
48129,11,77,1,0,0,1
10177,7.666666667,49.5,1,0,0,1
28045,6.583333333,94,0,0,1,0
89057,12.25,19,1,0,0,1
83414,2.583333333,59,1,0,0,0
48965,8.25,68,1,0,0,0
48155,11.91666667,72,0,0,1,1
77490,10.33333333,53,1,0,0,0
31138,7,12,0,0,1,1
44518,7.25,73.5,1,0,0,1
43574,6.083333333,19.4,0,0,1,0
8066,6.916666667,17.6,0,0,1,0
31330,6.166666667,57,1,0,0,0
17361,15.08333333,91,0,0,1,0
70698,4.666666667,43,1,0,0,1
20367,12,10,1,0,0,0
90467,13.66666667,19,1,0,0,0
17214,7,62,1,0,0,1
66789,1.083333333,32,1,0,0,0
44047,14.16666667,63.5,0,0,0,0
66657,7.916666667,65,0,0,1,0
40013,6.666666667,13,0,0,1,1
46919,2.416666667,65,1,0,0,1
49216,14.41666667,25.2,0,0,1,0
43441,14.33333333,57.5,1,0,0,0
31596,4.583333333,15,1,0,0,0
85844,8,85,1,0,0,0
22068,3.333333333,40,0,0,0,0
74568,9.75,12,1,0,0,0
89010,20.41666667,65,1,0,0,1
81245,11.58333333,49,1,0,0,1
82755,13.33333333,62.4,0,0,1,1
4003,5.166666667,20,0,0,1,1
69272,5.416666667,17.8,1,0,0,0
98557,11,22,1,0,0,1
74613,10.5,56,1,0,0,0
115,6.833333333,44,1,0,0,0
71631,3.416666667,22.8,1,0,0,0
28036,10.66666667,55,1,0,0,1
22782,13,43,0,0,1,1
29135,9.083333333,85,1,0,0,0
