dog_id,hs_condition,days_from_present,months_from_present
83831,111,2516,82.68
83831,203,2455,80.68
83831,432,2333,76.68
83831,712,2394,78.68
83831,1817,780,25.68
58779,305,1817,59.68
58779,1110,5804,190.68
58779,1701,1817,59.68
64944,407,1725,56.68
52412,423,933,30.68
52412,432,4586,150.68
52412,915,1725,56.68
52412,1627,1725,56.68
93539,1113,1025,33.68
30973,305,3186,104.68
30973,908,1086,35.68
75869,202,1086,35.68
75869,304,1146,37.68
75869,423,2241,73.68
75869,705,1876,61.68
75869,719,1876,61.68
75869,1112,2972,97.68
67732,304,1330,43.68
67732,305,1330,43.68
67732,504,1086,35.68
67732,1105,1391,45.68
67732,1113,1452,47.68
67732,1805,5529,181.68
71611,408,933,30.68
15663,108,994,32.68
15663,305,1086,35.68
15663,306,1391,45.68
15663,307,1086,35.68
15663,1112,1086,35.68
15663,1605,1360,44.68
15663,1801,3368,110.68
77506,1804,1542,50.68
77506,1812,1542,50.68
64618,305,1845,60.68
64618,426,2576,84.68
64618,428,1845,60.68
64618,803,1025,33.68
64618,1113,1025,33.68
83162,410,3582,117.68
83162,423,4859,159.68
83162,705,2852,93.68
83162,1105,1086,35.68
83162,1615,964,31.68
83162,1627,1695,55.68
18179,304,1633,53.68
18179,612,1633,53.68
18179,1117,1633,53.68
18179,1903,1633,53.68
54890,304,1480,48.68
54890,406,1480,48.68
82953,116,872,28.68
82953,498,872,28.68
82953,1112,872,28.68
82953,1609,872,28.68
82953,1622,872,28.68
43031,304,1207,39.68
43031,1637,2516,82.68
43031,1701,1907,62.68
72534,1898,3186,104.68
96952,102,1025,33.68
96952,304,3916,128.68
96952,307,690,22.68
96952,498,690,22.68
96952,713,4982,163.68
96952,1634,5743,188.68
96952,1809,5347,175.68
96952,1810,5347,175.68
96952,1817,4221,138.68
59696,304,902,29.68
90338,1798,841,27.68
90338,1898,933,30.68
95107,305,902,29.68
95107,406,1756,57.68
95107,426,1756,57.68
95107,432,721,23.68
95107,1614,2302,75.68
95107,1619,3033,99.68
95107,1812,3702,121.68
95107,1817,2210,72.68
33753,404,4068,133.68
33753,405,4068,133.68
33753,426,4068,133.68
33753,1105,3977,130.68
87150,304,1876,61.68
87150,705,2852,93.68
50774,202,629,20.68
50774,304,599,19.68
50774,1627,964,31.68
75090,708,933,30.68
75090,1617,2090,68.68
75090,1627,1207,39.68
77379,101,1907,62.68
77379,102,2821,92.68
77379,201,1391,45.68
77379,205,1633,53.68
77379,305,1786,58.68
77379,306,1817,59.68
77379,712,5713,187.68
77379,898,2272,74.68
77379,1614,3186,104.68
44321,411,4282,140.68
44321,426,2090,68.68
44321,915,1299,42.68
44321,1112,3337,109.68
44321,1703,1452,47.68
82274,1105,1086,35.68
82274,1110,1086,35.68
82274,1198,1086,35.68
18743,304,1845,60.68
18743,307,1480,48.68
81953,202,1603,52.68
81953,712,1603,52.68
81953,915,1603,52.68
56053,708,2729,89.68
56053,1898,3278,107.68
88868,1106,721,23.68
88868,1804,1025,33.68
88868,1813,1086,35.68
66879,1898,4037,132.68
59906,1701,1421,46.68
97046,414,568,18.68
97046,707,1542,50.68
97046,1617,4586,150.68
88279,1112,2029,66.68
80179,1622,1207,39.68
57106,202,1055,34.68
57106,203,1025,33.68
57106,712,994,32.68
57106,1617,1055,34.68
85353,304,1391,45.68
85353,305,1391,45.68
49054,412,1572,51.68
88851,1312,2029,66.68
88851,1605,4190,137.68
88851,1637,4374,143.68
71658,104,1146,37.68
71658,108,1146,37.68
71658,304,1055,34.68
71658,305,1055,34.68
71658,1111,964,31.68
71658,1703,1146,37.68
54408,306,1086,35.68
54408,415,4099,134.68
54408,1701,994,32.68
54408,1703,872,28.68
30702,1617,1937,63.68
30702,1798,2607,85.68
30702,1801,2455,80.68
30702,1812,2121,69.68
47050,410,1330,43.68
88873,205,1876,61.68
88873,305,1876,61.68
88873,404,1511,49.68
88873,423,4798,157.68
88873,708,1480,48.68
88873,1308,1756,57.68
1947,1617,1086,35.68
1947,1622,1268,41.68
40882,304,1207,39.68
40882,1617,1452,47.68
48642,304,2210,72.68
48642,398,2210,72.68
22853,202,3947,129.68
22853,1630,4798,157.68
22853,1801,2547,83.68
22853,1816,3398,111.68
74295,410,1268,41.68
74295,411,1268,41.68
74295,1605,2029,66.68
74295,1701,3368,110.68
86795,407,964,31.68
86795,424,964,31.68
86795,1015,1055,34.68
86795,1801,994,32.68
8407,198,4433,145.68
8407,208,964,31.68
8407,305,1115,36.68
8407,306,3702,121.68
8407,423,872,28.68
8407,426,872,28.68
8407,604,1055,34.68
8407,605,1055,34.68
8407,606,964,31.68
8407,708,1086,35.68
8407,1113,1146,37.68
8407,1312,1055,34.68
8407,1622,4890,160.68
4921,201,3278,107.68
4921,798,2821,92.68
4921,1015,841,27.68
4921,1113,1876,61.68
4921,1630,3217,105.68
3899,304,1115,36.68
3899,305,1115,36.68
103478,1215,2090,68.68
93592,1704,4555,149.68
93592,1801,811,26.68
93592,1815,964,31.68
56907,202,1391,45.68
56907,1703,1542,50.68
8042,305,2272,74.68
8042,1801,2151,70.68
35861,207,3064,100.68
35861,304,1299,42.68
35861,307,1299,42.68
35861,1619,3490,114.68
2559,304,2121,69.68
2559,432,629,20.68
2559,1298,1146,37.68
30172,1701,933,30.68
88120,109,1330,43.68
88120,407,5529,181.68
88120,1898,5863,192.68
62388,305,1177,38.68
62388,405,4433,145.68
62388,504,933,30.68
62388,1630,5012,164.68
62388,1798,933,30.68
62388,1817,5012,164.68
80120,1704,2882,94.68
80120,1801,3156,103.68
80120,1898,3916,128.68
62221,406,1603,52.68
62221,426,1238,40.68
62221,504,1238,40.68
62221,798,2852,93.68
62221,914,2852,93.68
2820,1813,2029,66.68
2192,306,1115,36.68
3416,304,933,30.68
3416,305,933,30.68
3416,306,933,30.68
3416,307,933,30.68
3416,411,2516,82.68
3416,1705,2090,68.68
18668,1001,5104,167.68
18668,304,1115,36.68
64322,304,933,30.68
64322,306,933,30.68
20783,202,841,27.68
20783,426,1817,59.68
12245,1801,2090,68.68
1482,305,3551,116.68
1482,306,3612,118.68
1482,498,964,31.68
1482,705,3247,106.68
1482,898,964,31.68
1482,908,902,29.68
1482,1701,3763,123.68
91464,426,994,32.68
91464,714,2668,87.68
91464,1622,1025,33.68
91464,1817,1603,52.68
91464,1898,902,29.68
93826,109,1360,44.68
7729,304,902,29.68
7729,1105,1845,60.68
7729,1815,933,30.68
7729,1898,1845,60.68
68584,1619,1664,54.68
71511,426,1360,44.68
71511,1634,1542,50.68
71511,1812,1115,36.68
1337,1117,1998,65.68
1337,1813,1998,65.68
51438,426,964,31.68
77780,411,1025,33.68
77780,426,1055,34.68
77780,1801,3582,117.68
97188,406,841,27.68
97188,426,841,27.68
98193,1817,1391,45.68
2922,426,2486,81.68
2922,1801,4343,142.68
86741,1098,2425,79.68
77277,305,2972,97.68
77277,804,4068,133.68
69646,408,1360,44.68
69338,304,1115,36.68
69338,305,1115,36.68
69338,311,4190,137.68
69338,426,3916,128.68
69338,510,1115,36.68
76586,1113,629,20.68
76586,1801,5224,171.68
28342,304,1146,37.68
71518,304,1177,38.68
71518,1812,4678,153.68
71518,1817,5012,164.68
71518,1898,1998,65.68
69238,415,1633,53.68
69238,426,1603,52.68
69238,712,1055,34.68
22257,1619,2363,77.68
22257,1816,1937,63.68
18948,298,1115,36.68
18948,423,1025,33.68
18948,1798,1299,42.68
94884,205,1146,37.68
94884,305,2516,82.68
94884,406,2121,69.68
94884,410,2363,77.68
94884,708,721,23.68
94884,1113,1391,45.68
22159,120,2486,81.68
22159,426,872,28.68
22159,1609,1146,37.68
22159,1905,3977,130.68
43538,304,2821,92.68
43538,305,1725,56.68
43538,803,2090,68.68
43538,1305,2090,68.68
39968,798,2060,67.68
39968,916,1998,65.68
39968,1817,902,29.68
4490,1704,1695,55.68
85289,306,872,28.68
85289,426,933,30.68
85289,916,1452,47.68
85289,1117,1542,50.68
85289,1801,3033,99.68
69286,304,1177,38.68
69286,305,1177,38.68
69286,1801,994,32.68
50066,411,872,28.68
50066,428,1330,43.68
50066,1215,1299,42.68
50066,1703,872,28.68
55031,398,2363,77.68
55031,698,2333,76.68
55031,607,2333,76.68
55031,1817,2182,71.68
11820,423,3125,102.68
81633,102,8299,272.68
81633,404,10126,332.68
81633,1106,10157,333.68
81633,1803,10126,332.68
97564,202,1207,39.68
97564,411,690,22.68
3148,412,1756,57.68
3148,712,1756,57.68
3148,1110,994,32.68
17982,305,1480,48.68
17982,604,4129,135.68
17982,1815,3612,118.68
49996,306,1086,35.68
49996,708,1421,46.68
90700,398,1146,37.68
90700,705,1360,44.68
90700,1113,749,24.68
90700,1215,749,24.68
90700,1637,3671,120.68
90700,1701,749,24.68
90700,1812,1146,37.68
40181,411,1055,34.68
40181,1616,1480,48.68
40181,1805,1391,45.68
34137,410,1480,48.68
34137,411,1480,48.68
34137,1605,1360,44.68
27905,202,6504,213.68
27905,304,2821,92.68
27905,305,2821,92.68
27905,412,1725,56.68
27905,906,1360,44.68
27905,1701,2210,72.68
29192,305,1603,52.68
82124,102,2151,70.68
82124,201,1542,50.68
82124,304,1115,36.68
82124,305,1115,36.68
82124,914,2941,96.68
82124,915,2852,93.68
82124,1817,2151,70.68
103468,102,1845,60.68
103468,103,537,17.68
103468,108,1845,60.68
103468,115,1845,60.68
103468,120,537,17.68
103468,424,1725,56.68
76641,425,2547,83.68
88555,102,1146,37.68
88555,103,933,30.68
88555,198,933,30.68
88555,202,4678,153.68
88555,304,994,32.68
88555,426,1725,56.68
88555,1205,933,30.68
75500,1898,1452,47.68
43569,304,1725,56.68
43569,1198,2486,81.68
1882,306,1786,58.68
100857,202,2516,82.68
69321,108,1299,42.68
34816,424,4160,136.68
34816,809,2060,67.68
34816,1622,4221,138.68
97945,1634,690,22.68
73054,202,1055,34.68
73054,504,1756,57.68
73054,1113,1025,33.68
86065,415,2486,81.68
86065,713,1391,45.68
86065,1801,902,29.68
86065,1817,3337,109.68
16031,406,2607,85.68
16031,1801,2241,73.68
37392,304,4798,157.68
71730,102,1360,44.68
71730,201,1511,49.68
71730,205,1511,49.68
71730,1113,1876,61.68
3375,198,1695,55.68
3375,306,1115,36.68
3375,307,1115,36.68
3375,410,964,31.68
3375,430,964,31.68
3375,712,4555,149.68
22111,1617,1725,56.68
52135,306,1238,40.68
52135,423,3247,106.68
52135,914,2729,89.68
52135,1701,2941,96.68
41686,809,1907,62.68
41686,1112,2972,97.68
41686,1701,2363,77.68
41686,1705,3398,111.68
96521,1617,1542,50.68
96521,1812,1055,34.68
85582,305,2241,73.68
85582,307,2241,73.68
85582,1105,2060,67.68
80030,304,1511,49.68
80030,707,1177,38.68
28299,304,2363,77.68
28299,305,2090,68.68
28299,306,2090,68.68
28299,1817,2882,94.68
97384,426,4282,140.68
97384,1817,2821,92.68
88340,304,2668,87.68
88340,1627,3247,106.68
88340,1801,1633,53.68
88340,1898,1421,46.68
6721,201,933,30.68
6721,411,1664,54.68
6721,428,1786,58.68
90784,415,1572,51.68
90784,713,1391,45.68
90784,1898,1268,41.68
4278,304,1330,43.68
4278,305,1330,43.68
4278,307,1330,43.68
4278,407,964,31.68
76744,201,1268,41.68
52215,304,1360,44.68
52215,305,1360,44.68
52215,713,2547,83.68
52215,1619,3459,113.68
52215,1701,1542,50.68
52215,1704,2882,94.68
52215,1803,2791,91.68
47117,426,4739,155.68
47117,604,2486,81.68
47117,1610,1299,42.68
47117,1801,1330,43.68
90210,108,1695,55.68
90210,1617,2607,85.68
90210,1701,1452,47.68
25092,202,872,28.68
25092,306,1511,49.68
25092,915,2607,85.68
25092,1634,2516,82.68
25092,1817,2090,68.68
26241,202,2729,89.68
26241,428,1511,49.68
96608,202,3702,121.68
96608,306,1480,48.68
87206,203,1937,63.68
87206,498,1937,63.68
589,108,1268,41.68
589,304,1725,56.68
589,428,1391,45.68
589,714,1146,37.68
589,809,1146,37.68
589,1610,1086,35.68
589,1698,1146,37.68
14358,507,2241,73.68
14358,508,2241,73.68
14358,108,964,31.68
14358,207,1268,41.68
14358,432,1055,34.68
14358,507,2241,73.68
14358,519,2241,73.68
85194,1110,1330,43.68
85194,1298,1695,55.68
46473,202,1086,35.68
46473,304,964,31.68
46473,305,964,31.68
46473,498,964,31.68
46473,707,2182,71.68
87938,307,1025,33.68
87938,1812,3033,99.68
87938,1813,3125,102.68
37094,1798,3643,119.68
37094,1805,4252,139.68
12544,313,1391,45.68
12544,428,964,31.68
12544,1640,1391,45.68
12544,1817,1207,39.68
54215,304,1664,54.68
54215,305,1664,54.68
54215,306,1664,54.68
54215,1198,2913,95.68
100262,1616,660,21.68
72133,1214,1452,47.68
72133,1627,1360,44.68
72133,1905,1391,45.68
98277,201,902,29.68
98277,298,902,29.68
98277,304,1968,64.68
98277,915,1177,38.68
98277,1105,1998,65.68
98277,1627,5835,191.68
98277,1817,1146,37.68
45745,407,1268,41.68
45745,426,1452,47.68
45745,713,1480,48.68
30275,1817,902,29.68
85446,1609,902,29.68
65319,432,1025,33.68
65319,610,4313,141.68
65319,916,1876,61.68
65319,1113,1633,53.68
65319,1617,4160,136.68
65319,1627,3916,128.68
65319,1701,3824,125.68
55943,1110,1817,59.68
55943,1637,4008,131.68
92636,304,1725,56.68
92636,1105,4160,136.68
92636,1312,3855,126.68
11663,203,4767,156.68
11663,1619,4374,143.68
11663,1627,3947,129.68
11663,1709,4464,146.68
11663,1898,4343,142.68
15460,1001,2576,84.68
15460,306,1330,43.68
15460,415,1025,33.68
15460,709,1845,60.68
26052,1198,5285,173.68
26052,304,2333,76.68
26052,305,2333,76.68
26052,1098,2333,76.68
86667,408,964,31.68
86667,415,1055,34.68
86667,713,1025,33.68
86667,1312,1330,43.68
86667,1627,3186,104.68
86667,1801,1391,45.68
1362,713,872,28.68
33438,412,2821,92.68
33438,426,1360,44.68
33438,705,1055,34.68
33438,1701,2852,93.68
46304,415,2090,68.68
46304,504,1299,42.68
90221,1215,1146,37.68
80172,423,3125,102.68
80172,605,1511,49.68
80172,612,1480,48.68
80172,705,1633,53.68
80172,1105,1391,45.68
80172,1117,1511,49.68
75181,1817,902,29.68
9596,798,2182,71.68
9596,1498,1937,63.68
9596,1637,2029,66.68
90786,1118,1330,43.68
78754,428,1725,56.68
78754,504,1421,46.68
64794,1105,1391,45.68
64794,1602,1452,47.68
35715,407,3521,115.68
35715,410,3521,115.68
35715,1106,1238,40.68
60918,423,994,32.68
82450,198,1115,36.68
82450,112,1025,33.68
82450,198,1115,36.68
82450,424,1025,33.68
12282,305,1725,56.68
12282,306,1725,56.68
12282,710,1391,45.68
12282,1110,2394,78.68
12282,1802,4739,155.68
14968,408,2699,88.68
14968,410,2699,88.68
14968,426,2699,88.68
14968,916,902,29.68
87065,304,1968,64.68
87065,305,1968,64.68
87065,498,1238,40.68
87065,504,1146,37.68
87065,510,1146,37.68
87065,1117,1146,37.68
87533,304,1330,43.68
87533,504,1330,43.68
87533,809,1695,55.68
87533,1198,1480,48.68
87533,1803,902,29.68
93277,202,994,32.68
93277,412,690,22.68
93277,713,933,30.68
88059,915,2852,93.68
88059,998,964,31.68
88059,1305,964,31.68
88059,1627,1633,53.68
88059,1801,2029,66.68
1369,304,2668,87.68
1369,306,1998,65.68
1369,1113,2668,87.68
14184,1802,1391,45.68
45966,102,2302,75.68
45966,201,1664,54.68
45966,305,1452,47.68
45966,605,1086,35.68
45966,612,1055,34.68
45966,1619,6990,229.68
67577,304,1391,45.68
67577,305,1391,45.68
67577,306,2729,89.68
67577,1617,1664,54.68
67577,1703,2121,69.68
67577,1805,1817,59.68
27116,426,1756,57.68
85096,107,2882,94.68
85096,110,1421,46.68
85096,198,1421,46.68
85096,411,3977,130.68
85096,424,1421,46.68
70976,414,994,32.68
70976,915,1511,49.68
70976,1105,2151,70.68
21058,1598,4374,143.68
21058,202,1025,33.68
12045,712,3855,126.68
12045,1804,4008,131.68
58510,705,1725,56.68
58510,1617,1025,33.68
58510,1619,2394,78.68
95312,1804,2151,70.68
95312,1810,2151,70.68
7545,108,5438,178.68
7545,304,1725,56.68
7545,412,4678,153.68
7545,809,964,31.68
7545,1601,4586,150.68
3478,101,1299,42.68
3478,102,1391,45.68
3478,104,994,32.68
3478,108,994,32.68
3478,201,1299,42.68
77267,102,2182,71.68
77267,198,2182,71.68
77267,1198,1360,44.68
77267,1701,2638,86.68
77267,1798,2638,86.68
77267,1812,2668,87.68
77267,1898,1360,44.68
46651,108,2090,68.68
46651,304,933,30.68
46651,305,933,30.68
46651,1801,1025,33.68
55296,102,1146,37.68
55296,205,2241,73.68
55296,305,2576,84.68
55296,306,2576,84.68
55296,512,1146,37.68
55296,908,1572,51.68
55296,1605,6290,206.68
55296,1898,2576,84.68
21233,898,1968,64.68
21233,208,902,29.68
21233,423,1998,65.68
21233,803,1633,53.68
21233,1105,1207,39.68
21233,1801,2302,75.68
21233,1805,2729,89.68
69320,408,1452,47.68
69320,1617,1756,57.68
26278,1112,3429,112.68
26278,1616,4221,138.68
26278,1709,3824,125.68
26278,1810,3429,112.68
83977,107,1360,44.68
83977,404,1360,44.68
83977,423,1360,44.68
83977,430,1360,44.68
83977,1622,1360,44.68
83977,1634,1360,44.68
68350,102,902,29.68
68350,306,902,29.68
68350,713,1695,55.68
81038,304,933,30.68
81038,311,1360,44.68
81038,1117,2638,86.68
87607,304,902,29.68
87607,1617,3947,129.68
87607,1801,1664,54.68
87607,1802,872,28.68
87607,1817,1360,44.68
84018,410,994,32.68
84018,411,994,32.68
84018,1634,1330,43.68
84018,1803,4252,139.68
69394,108,1391,45.68
69394,311,2729,89.68
69394,1105,2182,71.68
69394,1614,933,30.68
49565,1117,2455,80.68
49565,1801,1086,35.68
81535,304,3551,116.68
81535,406,3551,116.68
81535,411,1360,44.68
81535,428,3612,118.68
81535,1110,1360,44.68
92248,108,841,27.68
92248,430,811,26.68
92248,1017,872,28.68
92248,1634,872,28.68
5463,304,1115,36.68
5463,305,1115,36.68
5463,504,872,28.68
5463,511,872,28.68
5463,605,872,28.68
26611,1810,811,26.68
38712,102,1633,53.68
38712,201,1511,49.68
49104,304,4008,131.68
49104,305,4008,131.68
28796,109,1055,34.68
28796,201,1725,56.68
28796,305,3125,102.68
28796,504,2821,92.68
28796,1113,3582,117.68
84262,313,1603,52.68
92796,306,1845,60.68
92796,498,2182,71.68
92796,1817,1299,42.68
34912,1298,2363,77.68
34912,304,2455,80.68
34912,305,2455,80.68
34912,1804,1937,63.68
34912,1816,2729,89.68
92008,306,872,28.68
92008,1609,3156,103.68
85841,304,811,26.68
85841,306,3702,121.68
85841,426,2972,97.68
32861,1817,2090,68.68
13560,305,1421,46.68
59528,202,964,31.68
59528,405,1238,40.68
78615,304,1115,36.68
78615,305,1115,36.68
78615,1312,1025,33.68
78615,1605,7324,240.68
78615,1616,5377,176.68
78615,1634,5012,164.68
78615,1801,3733,122.68
73787,412,1876,61.68
73787,415,1664,54.68
73787,1215,2333,76.68
73787,1605,1817,59.68
73787,1637,2029,66.68
92548,306,2363,77.68
92548,307,2363,77.68
92548,406,1817,59.68
92548,410,1817,59.68
92548,411,1664,54.68
92548,412,1817,59.68
92548,426,1086,35.68
92548,432,994,32.68
92548,1112,2090,68.68
19535,510,2241,73.68
19535,1605,3368,110.68
19535,1798,1664,54.68
19535,1801,3217,105.68
19535,1817,2699,88.68
99061,1001,933,30.68
99061,313,811,26.68
65231,1617,2302,75.68
65231,1622,2302,75.68
88276,410,964,31.68
88276,411,964,31.68
88276,426,964,31.68
88276,1640,3824,125.68
35790,202,933,30.68
35790,304,1876,61.68
35790,511,1330,43.68
35790,1112,1876,61.68
35790,1698,1360,44.68
35790,1804,1845,60.68
101087,514,1268,41.68
101087,712,4920,161.68
101087,713,4859,159.68
101087,1414,4859,159.68
101087,1627,5408,177.68
101087,1698,4859,159.68
101087,1798,4859,159.68
101087,1817,4555,149.68
6771,202,1330,43.68
6771,1703,2455,80.68
26575,311,5713,187.68
26575,498,2821,92.68
87580,412,2821,92.68
87580,1801,3217,105.68
425,1617,5012,164.68
13312,304,1268,41.68
13312,426,3094,101.68
13312,714,1633,53.68
13312,1105,1452,47.68
13312,1113,1268,41.68
13312,1898,1452,47.68
94038,412,1786,58.68
94038,712,780,25.68
94038,1106,780,25.68
94038,1211,749,24.68
94038,1214,749,24.68
87059,304,1115,36.68
87059,305,1115,36.68
87059,306,1115,36.68
87059,1609,2455,80.68
87059,1805,2333,76.68
78426,704,1238,40.68
80941,1634,1055,34.68
82117,102,2182,71.68
82117,305,2182,71.68
37269,411,3459,113.68
37269,708,2729,89.68
37269,1812,2941,96.68
87937,205,1421,46.68
87937,432,872,28.68
87937,1105,4252,139.68
87937,1113,1786,58.68
87937,1216,933,30.68
87937,1601,2121,69.68
87937,1616,1452,47.68
87937,1634,4678,153.68
87937,1637,4951,162.68
1695,1801,2972,97.68
1695,1812,1876,61.68
9133,1605,1330,43.68
9133,1898,994,32.68
79120,298,841,27.68
98703,108,537,17.68
98703,304,3551,116.68
98703,306,3368,110.68
98703,405,2121,69.68
98703,504,660,21.68
98703,705,568,18.68
98703,1813,2821,92.68
67508,205,1238,40.68
67508,304,1238,40.68
67508,425,2151,70.68
67508,426,5012,164.68
67508,1113,1603,52.68
67508,1601,2151,70.68
67508,1627,5012,164.68
57066,304,1695,55.68
57066,305,1756,57.68
57066,714,1480,48.68
57066,719,1421,46.68
57066,1113,1756,57.68
57066,1622,1756,57.68
57066,1634,1756,57.68
57066,1640,1756,57.68
57066,1817,780,25.68
57066,1898,1572,51.68
57066,1998,749,24.68
71269,708,1360,44.68
85833,1105,2363,77.68
39826,1113,2029,66.68
21626,423,1633,53.68
82518,105,3794,124.68
82518,108,3278,107.68
82518,428,1268,41.68
82518,1312,1207,39.68
82518,1801,1937,63.68
18231,202,902,29.68
18231,305,2729,89.68
18231,510,2699,88.68
18231,1813,2699,88.68
78055,423,1177,38.68
78055,708,1086,35.68
78055,1617,1086,35.68
36445,304,1391,45.68
36445,307,1391,45.68
86638,202,841,27.68
86638,407,3521,115.68
29634,304,4739,155.68
29634,305,1452,47.68
29634,307,4739,155.68
29634,809,3186,104.68
29634,1215,5804,190.68
86734,202,933,30.68
86734,798,3886,127.68
86734,1112,841,27.68
86734,1312,3278,107.68
86734,1605,4008,131.68
86734,1816,3947,129.68
39613,1105,1756,57.68
39613,1110,2394,78.68
73383,1609,2272,74.68
73383,1624,2272,74.68
73383,1703,2029,66.68
57841,304,994,32.68
57841,305,994,32.68
57841,307,994,32.68
66486,510,1299,42.68
66486,1630,4282,140.68
66486,1817,1055,34.68
18257,203,1055,34.68
18257,1198,1115,36.68
18257,1798,1725,56.68
70905,202,2760,90.68
70905,423,3217,105.68
70905,426,2852,93.68
70905,1798,3186,104.68
56348,1619,2425,79.68
56348,1805,1391,45.68
9077,1801,2121,69.68
54212,1801,2972,97.68
54212,1898,2972,97.68
54194,1198,6169,202.68
54194,305,2394,78.68
54194,612,5438,178.68
54194,1117,5316,174.68
54194,1701,4464,146.68
54194,1803,4008,131.68
7574,202,1330,43.68
7574,708,2394,78.68
7574,1637,1695,55.68
7574,1798,1452,47.68
7475,1001,4586,150.68
7475,198,841,27.68
7475,202,3582,117.68
7475,304,841,27.68
7475,1617,2852,93.68
7475,1698,3582,117.68
56662,1110,1480,48.68
56662,1113,1480,48.68
91447,304,1360,44.68
91447,306,2821,92.68
91447,1216,2607,85.68
91447,1701,1756,57.68
85505,412,1572,51.68
85505,712,1572,51.68
85505,1215,1572,51.68
85505,1810,2151,70.68
85505,1812,1633,53.68
95280,1017,1086,35.68
53589,610,4374,143.68
53589,1111,2333,76.68
72687,305,1207,39.68
72687,423,1299,42.68
72687,504,1421,46.68
68929,1704,2852,93.68
66625,305,1695,55.68
66625,428,933,30.68
25412,1701,4678,153.68
25412,1802,4525,148.68
89600,698,1695,55.68
89600,710,902,29.68
89600,1113,2852,93.68
89600,1698,1633,53.68
89600,1709,2151,70.68
88190,412,2972,97.68
88190,423,2972,97.68
88190,426,2972,97.68
3254,304,902,29.68
3254,305,1633,53.68
3254,307,902,29.68
3254,498,1268,41.68
3254,1118,1268,41.68
102180,305,3671,120.68
102180,504,1603,52.68
102180,519,1603,52.68
102180,1105,841,27.68
102180,1801,1633,53.68
24397,809,2090,68.68
24397,914,2516,82.68
89831,102,2090,68.68
89831,119,1025,33.68
89831,1815,1330,43.68
87010,712,3033,99.68
87010,1312,3033,99.68
33122,1117,1025,33.68
54399,201,1845,60.68
54399,305,3306,108.68
54399,306,2941,96.68
54399,307,3671,120.68
54399,809,2638,86.68
54399,1814,2060,67.68
57133,202,2029,66.68
57133,498,1664,54.68
57133,713,933,30.68
57133,1617,3156,103.68
57133,1627,2913,95.68
57133,1813,2425,79.68
57133,1817,1238,40.68
89453,423,1695,55.68
4952,304,1603,52.68
4952,305,1603,52.68
4952,306,1603,52.68
4952,504,1086,35.68
4952,512,1086,35.68
4952,519,1086,35.68
4952,698,1603,52.68
4952,1113,1207,39.68
4952,1119,1207,39.68
4952,1817,5255,172.68
40546,101,1086,35.68
40546,201,1299,42.68
40546,1817,2972,97.68
29312,1102,4282,140.68
57175,914,2151,70.68
57175,1637,1725,56.68
70776,304,994,32.68
70776,426,994,32.68
70776,915,2668,87.68
70776,916,2668,87.68
70776,1622,2668,87.68
61056,305,2363,77.68
61056,713,2363,77.68
61056,809,4798,157.68
3151,1801,1207,39.68
3151,1804,1330,43.68
39301,109,1025,33.68
39301,1617,2972,97.68
89604,1605,1330,43.68
84173,108,841,27.68
84173,202,872,28.68
68337,108,1876,61.68
68337,206,1572,51.68
68337,711,3429,112.68
68337,914,3429,112.68
68337,915,3429,112.68
68337,916,3429,112.68
68337,1113,964,31.68
68337,1619,3429,112.68
68337,1801,2090,68.68
68337,1898,3429,112.68
77091,1637,872,28.68
25710,423,2090,68.68
25710,1634,2182,71.68
85509,298,933,30.68
85509,1801,2852,93.68
85509,1802,1998,65.68
6522,305,1845,60.68
30413,102,1937,63.68
30413,304,4494,147.68
30413,1216,1603,52.68
12434,304,3643,119.68
12434,305,3643,119.68
12434,307,3643,119.68
12434,714,3947,129.68
12434,719,3186,104.68
86194,304,2241,73.68
86194,498,1633,53.68
86194,713,3521,115.68
86194,1601,3886,127.68
86194,1617,4433,145.68
44556,408,811,26.68
44556,1817,5073,166.68
24646,311,2302,75.68
24646,405,2121,69.68
24646,714,1817,59.68
86684,305,1299,42.68
86684,1812,1756,57.68
35349,1117,2729,89.68
91382,432,1756,57.68
91382,1898,1025,33.68
2156,502,2455,80.68
2156,304,1845,60.68
2156,415,2060,67.68
2156,1798,1695,55.68
2156,1801,1238,40.68
2156,1804,1238,40.68
20630,1605,1360,44.68
72229,102,2516,82.68
72229,109,2516,82.68
72229,202,1086,35.68
72229,304,1633,53.68
72229,305,1633,53.68
72229,404,2516,82.68
72229,410,2516,82.68
72229,504,2516,82.68
72229,809,964,31.68
72229,1113,2516,82.68
72229,1117,2516,82.68
72229,1622,2516,82.68
72229,1634,2516,82.68
66661,705,2241,73.68
76698,313,2182,71.68
76698,1617,2151,70.68
92814,1617,1695,55.68
50349,1605,3521,115.68
50349,1616,3521,115.68
50349,1704,1664,54.68
50349,1903,1299,42.68
70051,108,933,30.68
70051,305,2394,78.68
70051,426,2394,78.68
70051,605,1876,61.68
70051,1111,1299,42.68
88685,305,1480,48.68
88685,1801,2090,68.68
46608,202,994,32.68
46608,405,1086,35.68
46608,411,1725,56.68
46608,914,1542,50.68
46608,916,1542,50.68
46608,1605,1725,56.68
18050,1113,1511,49.68
18050,1801,1086,35.68
27848,304,1055,34.68
27848,305,1055,34.68
27848,713,4374,143.68
27848,1622,4555,149.68
24883,102,1360,44.68
24883,1111,4160,136.68
24883,1215,4525,148.68
24883,1312,4160,136.68
